compound	disease	target	associated_interactors	interactors	TP	TP + FP	precision	associated_target	upregulated_target	downregulated_target
Irinotecan	pancreatic cancer	TOP1		ABL1, APLF, APP, ATM, BARD1, BTBD1, BTBD2, BUB3, CAND1, CASP3, CASP6, CDC42, CDK2, CDK4, CDK5, CDK8, CDKN1A, CDKN2A, CDT1, COPS5, CSNK2A1, CSNK2A2, CUL1, CUL3, DDB2, DDX17, DDX21, DDX23, DDX5, DHX9, EFTUD2, ELAVL1, ELK3, ERCC8, ESR1, FBL, FSHR, GEMIN4, GRWD1, H1FX, HDAC5, HDGF, HIST1H1C, HNRNPA1, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPK, HNRNPL, HNRNPR, HNRNPU, ICT1, IRF4, IRF8, IRF9, ITGA4, JAK1, JUN, KIAA0101, LIG3, LIG4, LSM4, MKI67, MYC, NAT10, NAT8B, NCL, NCOA6, NKX3-1, NONO, NOP2, NPM1, PA2G4, PARP1, PCNA, PDE10A, PRB1, PRKDC, PRPF8, PYGM, RBL1, RBL2, RCVRN, RECQL, RPA1, RPS3A, RRP1B, SF3B1, SFPQ, SIRT7, SMAD2, SNRNP200, SNRNP70, SNRPA1, SNW1, SRSF1, SRSF11, SUMO1, SUMO2, SYMPK, TAL1, TARBP2, TCOF1, TDP1, TOP2A, TOPBP1, TOPORS, TP53, TRIM32, TUBD1, U2AF2, UBC, UBE2I, VCAM1, VCP, XRCC1	0	116	0	0	0	0
Isoprenaline	asthma	MAPK1	SMAD3	ADAM15, ADAM17, AGTR1, AR, ARHGAP9, ARHGEF2, ARRB1, ARRB2, ATF2, ATP1A1, AVPR2, BARD1, BCL2, BCL6, BLNK, BLVRA, BRAF, BTK, C1QBP, CAD, CALCOCO1, CASP8, CASP9, CAV1, CCND1, CD19, CDK5, CDT1, CDX2, CEBPB, CENPE, CEP55, CIITA, CMTM3, CRP, CTSD, DAPK1, DUSP1, DUSP16, DUSP2, DUSP22, DUSP3, DUSP4, DUSP5, DUSP6, DUSP7, DUSP9, DYRK1B, EGFR, EGLN3, EGR1, EIF4EBP1, ELK1, ENAH, EP300, EPOR, ERF, ESR1, ESR2, ETS1, FCGR2B, FHL1, FHL2, FHL3, FOS, FOXO3, FRS2, FRS3, GAB1, GAB2, GABRR1, GADD45A, GAPDH, GATA1, GATA2, GATA4, GJA1, GMFB, GNPTAB, GORASP2, GRB10, GRB2, GSK3B, GSTP1, GTF2I, HDAC4, HLA-B, HMMR, HNF4A, HSF1, HSF4, HSP90AA1, ID2, IER3, IFI35, IFNAR1, INSR, IQGAP1, IRS1, ITGAV, ITGB6, JUN, JUND, KARS, KHDRBS1, KIAA0101, KLF11, KRT8, KSR1, KSR2, LAMTOR3, LCK, LIFR, LIPE, LRPAP1, MAFA, MAP2K1, MAP2K2, MAP2K4, MAP2K7, MAP3K1, MAP3K10, MAPK14, MAPK3, MAPK8, MAPKAPK2, MAPKAPK5, MAPT, MBP, MCL1, METAP2, MITF, MKNK1, MKNK2, MTIF3, MTPN, MYB, MYC, NCOA1, NCOA3, NDE1, NEFH, NEFM, NEK2, NGFR, NKX2-1, NOXA1, NR3C1, NR4A1, NR5A1, NTRK3, NUP153, PACSIN3, PAK1, PAK2, PEA15, PEBP1, PECAM1, PGR, PLAT, PLCB1, PLK3, PML, PPARA, PPARG, PPBP, PPID, PPP1CA, PPP1CC, PPP1R9B, PPP2CA, PPP2R5B, PPP2R5C, PRKCD, PRKCE, PRKCZ, PRPSAP1, PTPN1, PTPN5, PTPN7, PTPRB, PTPRE, PTPRH, PTPRJ, PTPRR, PXN, RABGEF1, RAF1, RARA, RB1, RET, RGS19, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, RPS6KA5, RPS6KB1, RXRA, SCNN1G, SCRIB, SFPQ, SH2D1A, SH2D3C, SHC1, SLC9A1, SMAD1, SMAD2, SMAD3, SMAD4, SNCA, SNCG, SORBS3, SOS1, SP1, SPRY2, SREBF1, SREBF2, STAB2, STAT3, STAT5A, STAT5B, SUPT20H, SYNE2, TCF3, TGIF1, TH, TIAL1, TNFRSF1A, TNFRSF25, TNFSF11, TNIK, TNIP1, TNIP2, TNKS2, TOB1, TOP2A, TP53, TPR, TSC2, UBC, UBR5, UBTF, VAV1, VCP, VDR, WDR83, YBX1, YBX3, ZFP36	1	250	0.004	0	0	0
Isoprenaline	asthma	PIK3R1	IL2RB	ABCG5, ABI1, ABL1, ABL2, ADAM12, ADAMTS2, AGAP2, AIRE, AKAP2, AKAP6, AKT1, ALK, ALS2CR12, ANK3, APOL5, ARAF, ARHGAP1, ARHGAP17, ARHGAP32, ARHGEF11, ASAP1, ASAP2, AXL, BCAR1, BCR, BLNK, BRCA1, BRD4, BRPF3, CASP8, CAST, CBL, CBLB, CCL14, CCL5, CCR2, CD19, CD22, CD28, CD2AP, CD3E, CD4, CD40, CD5, CD7, CDC27, CDC42, CDH2, CHAF1A, CHRNA7, CKAP5, CMIP, CRK, CRKL, CSDC2, CSDE1, CSF1R, CSF2RA, CTLA4, CTNNB1, CUL3, CXCL2, CYP4A11, DAB2, DAG1, DARS, DLG1, DLGAP1, DLGAP2, DLGAP3, DLGAP4, DLX2, DLX4, DNM1, DNM2, DOCK3, DOK1, DTNBP1, DUSP15, ECT2, EEF1D, EFS, EGFR, ELK3, EP300, EPHA2, EPOR, EPX, ERAS, ERBB2, ERBB3, ESR1, EXTL3, EZR, FANCA, FASLG, FCGR2A, FES, FGFR1, FGFR2, FLNA, FLNB, FLNC, FLT1, FLT3, FOXH1, FYN, GAB1, GAB2, GAB3, GABBR1, GABRA3, GHR, GLTSCR1, GNAQ, GRB10, GRB2, GSK3B, GSPT1, GTF2H1, HCK, HCST, HDAC1, HDAC3, HGS, HNRNPK, HOXA1, HRAS, HTT, ID4, IFNAR1, IGF1R, IL13, IL1R1, IL1RAP, IL2RB, IL6ST, IL7R, INPP4A, INPP5D, INSR, IRS1, IRS2, IRS4, JAK1, JAK2, JAK3, KHDRBS1, KIF13A, KIR2DL1, KIT, LAPTM4B, LAT, LCK, LCP2, LIG3, LTK, MAL, MAP4, MAP4K1, MAPK8, MED28, MEPE, MET, MME, MST1R, MYLK, MYRIP, NCK1, NELFB, NFKBIA, NR5A1, NTRK1, NTRK2, NUP85, PALM2-AKAP2, PDGFRA, PDGFRB, PDIA2, PEBP1, PECAM1, PFN1, PHACTR2, PIK3AP1, PIK3C2B, PIK3CA, PIK3CB, PIK3CD, PLCG1, PLCG2, POLR1B, PPFIA3, PPM1A, PRKCZ, PSEN1, PSMB5, PTK2, PTK2B, PTPN11, PTPN4, PTPN6, PXN, RAB5A, RAC1, RAPGEF1, RASA1, RB1, RET, RPL13, RRAS, RRAS2, RXRA, SCG2, SEPT2, SH3KBP1, SHANK2, SHANK3, SHB, SHC1, SLC23A1, SLC24A1, SLC9A2, SNX17, SNX8, SOCS1, SOCS6, SOCS7, SOS1, SOS2, SPEN, SRC, SREBF2, SSTR2, SUV39H2, SYK, SYN1, SYNJ2, TEC, TEK, TGDS, TGFBR1, TGFBR2, TGOLN2, TIE1, TIRAP, TLN1, TLR2, TLR3, TOM1L1, TPSAB1, TPSB2, TPX2, TRAT1, TSHR, TTR, TUB, TUBA1B, TUBG1, TULP4, TYK2, TYRO3, UBC, VAV1, VAV3, VPS13A, WAS, WASF3, WBP11, YWHAG, ZC4H2	1	270	0.0037	0	0	0
Isoprenaline	asthma	CYP1A1		CMTM5, CYB5A	0	2	0	0	0	0
Isoprenaline	asthma	ADRB3		ADRB2, GNAS, LYL1, SRC	0	4	0	0	0	0
Isoprenaline	asthma	ADRB1		ADRA2A, ARMCX5-GPRASP2, ARRB1, DLG1, DLG4, DLGAP2, DRD4, GIPC1, GOPC, GPRASP1, GPRASP2, GRB2, MAGI1, MAGI2, MAGI3, NOS1, SH3GL2, SH3GL3, SNTA1	0	19	0	0	0	0
Isoprenaline	asthma	ADRB2		ADRB3, ADRBK1, AKAP12, AKAP5, AP2B1, ARR3, ARRB1, ARRB2, CAV3, CNBP, CSK, EGLN3, EIF2B1, GNA11, GNA14, GNA15, GNAI2, GNAS, GNB1, GNG2, GPRASP1, GRB2, GRK5, GRK6, HTR4, IL1B, INSR, KCNJ3, KCNJ5, KCNJ6, KCNJ9, MAGI3, MDM2, OPRD1, PPP3CA, PRKCA, PRKCD, SLC9A3R1, SLC9A3R2, SRC, SYNE2, UBC, UCHL1	0	43	0	1	0	0
Isoprenaline	asthma	PIK3R3		ABCB6, ABI1, AMBP, AXL, CD19, CEP126, DARS, DRAP1, DSN1, EGFR, EGR1, ERBB2, ERBB3, ESR1, FBN3, FGB, FSD2, GC, IGF1R, INSR, IRS1, IRS2, KARS, KHDRBS1, KLC2, L3MBTL3, LNX2, LUC7L2, MBIP, MICAL1, ORM1, PDGFRB, PIK3CA, PSME1, QARS, RB1, RING1, SERF1A, SERF1B, TEC, TRIM54, TRMT2A, VBP1	0	43	0	0	0	0
Isoprenaline	asthma	ADRBK1		ADRA2A, ADRB2, AGTR1, AKAP12, ARRB1, BDKRB2, CAPN2, CAV1, CCR2, CCR4, CCR5, CSNK2B, EDNRB, EGF, EGFR, EPHA2, FPR1, FSHR, GIT1, GIT2, GNA15, GNAQ, GNB1, GNG2, GRM1, HDAC6, KCNIP3, MAPK3, MC4R, MDM2, NCS1, OPRD1, PDC, PDCL, PDE6G, PEBP1, PIK3CG, PRKACA, PRKCA, PRKCB, PRKCD, PRKCG, PTCH1, RASGRF1, RCVRN, RHO, RPLP2, RPS27A, SNCA, SNCB, SNCG, SRC, TPM2, UBA52, UBB, UBC	0	56	0	0	0	0
Isoprenaline	asthma	PIK3R2		ABI1, ALK, APP, ARRB1, AXL, CBL, CCR5, CD28, CRKL, CSF1, CSF1R, CUL3, DYDC1, EGF, EGFR, EPHA2, ERBB2, ERBB3, ERBB4, FBXL2, FGFR1, FYN, GOLGA2, GRB2, GRN, HCK, IGF1R, IKZF3, IRS1, IRS2, ITGA4, KIT, KRAS, KRT15, KRT20, KRT38, LAMB2, LTBP3, MED28, MRFAP1L1, PDGFRB, PIK3CD, RINT1, SEPT2, SHC1, SOCS1, SOCS6, SOCS7, SOS1, STAB1, SYK, TEC, TGFBR1, TGFBR2, TRIM23, UBC, VCAM1, VCP, WASF3, YWHAB	0	60	0	0	0	0
Isotretinoin	peripheral nervous system neoplasm	RARG	HACE1	ACY3, AJUBA, EIF3I, HACE1, HMGA1, IL24, ITGB1BP2, LSR, MAP6, MRPL12, MTMR6, NCOA1, NCOA3, NCOR1, NCOR2, NKX3-1, NR0B2, NR2F6, OIP5, PNRC1, PNRC2, PSMC5, RHPN2, RXRA, RXRB, RXRG, SMAD3, SORBS3, SPHK1, SRC, SRF, TNIP1, UBC, ZNF423, ZNF576	1	35	0.0286	0	0	0
Isotretinoin	peripheral nervous system neoplasm	RARB		CCNH, CEBPA, CEBPB, EIF3I, GATA3, HR, MAP6, MEOX2, NCOA1, NCOA3, NCOR2, NR4A2, PNRC1, PRKD2, PSMC5, RXRA, RXRB, RXRG, SMAD2, SRC, ZNF423	0	21	0	0	0	0
Isotretinoin	peripheral nervous system neoplasm	RXRG		AJUBA, CAMK2B, CEBPZ, CHGB, CREBBP, CUL1, DCK, HOXD4, ITGB3BP, LRSAM1, MAP4, MPPED2, NCOR2, NR0B2, NR1H2, NR1H3, NR1H4, NR4A1, PNO1, PPARA, PPARD, PPARG, RARA, RARB, RARG, SRF, THRA, THRB, UBC, VDR, ZNF148, ZNF821	0	32	0	0	0	0
Isotretinoin	peripheral nervous system neoplasm	RXRB		AKAP13, APCDD1, APPL1, ATP5I, CACNA1B, CLTA, CPLX1, DNAJB14, EIF3A, GRIP1, GTF2H1, HSP90B1, KIF5A, KLHL11, MAP4, MBP, MCFD2, MED1, NCOA1, NCOA3, NR0B2, NR1H2, NR1H3, NR1I2, NR2C2, NR2E3, NR3C1, NR4A2, NRIP1, NUDT21, PCSK6, PPARD, PPARG, PPP3CA, PTMS, RAB3GAP1, RARA, RARB, RARG, RGPD5, RGPD6, SGSM2, SOS2, SPOP, SRA1, SRC, SSB, STX18, SUMO2, TACC2, TAF11, TBCA, THRA, THRB, TMEM57, UBC, VCP, VDR, ZDHHC12	0	59	0	0	0	0
Isotretinoin	peripheral nervous system neoplasm	RARA		AJUBA, ARID5A, ARNTL, ASXL1, BAG1, BTG1, CCND3, CCNDBP1, CDK7, CLOCK, CNOT1, COPS2, CREBBP, EP300, ESR1, EZH2, FN1, FOXO1, GADD45A, GADD45G, GATA2, GNAQ, HDAC2, HDAC3, HDAC4, HMGA1, HNRNPL, HR, IRX4, ITGB1BP2, KAT2B, KDM5A, KLF5, KMT2E, LIMD1, LRIF1, MAGEB2, MAPK1, MAPK6, MBD1, MECR, MED1, MED25, MED6, MMS19, NCOA1, NCOA2, NCOA3, NCOA6, NCOR1, NCOR2, NFE2L2, NKX2-1, NPAS2, NR0B2, NR1H2, NR1H3, NR2E3, NR3C1, NR4A2, NRBF2, NRIP1, NRIP2, NSD1, PARP1, PHF8, PIN1, PML, PNRC1, PNRC2, POU2F1, PRAME, PRDX6, PRKCA, PSMC5, RAC3, RXRA, RXRB, RXRG, SIRT1, SKI, SMARCD3, SMARCE1, SNW1, SP1, SPEN, SQSTM1, SRC, STAT5B, SUV39H1, SUZ12, TADA3, TDG, TEKT4, THRB, TMEM54, TNIP1, TOP2B, TRIM24, TRIP4, UBC, UBE3A, UBQLN1, USP7, WTIP, ZBTB16, ZNF423	0	107	0	0	0	0
Isotretinoin	peripheral nervous system neoplasm	RXRA		ACVR1, ACVR1B, ARID5A, ARNTL, BCL3, BRD8, CASP2, CHD9, CLOCK, CNOT1, COPS2, CREBBP, CSNK2B, CTCF, CTNNB1, CTSL, DNTTIP2, EDF1, EP300, ESR1, ESR2, FUS, GADD45A, GADD45G, GATA2, GK, GRB2, GRIP1, GSK3B, HDAC3, HDAC4, HMGA1, IGFBP3, ITGB3BP, JAZF1, JMJD1C, KIF1A, LAMTOR5, MAPK1, MAPK3, MAPK7, MECR, MED1, MED24, MED25, MPG, MYOD1, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NFKB1, NFKBIB, NPAS2, NR0B2, NR1H2, NR1H3, NR1H4, NR1I2, NR1I3, NR2E3, NR2F1, NR2F6, NR4A1, NR4A2, NRBF2, NRIP1, NSD1, PARP1, PIK3R1, PLK1, PML, PNRC2, POU2F1, POU2F2, PPARA, PPARD, PPARG, PPARGC1A, PRKD2, PRMT2, PSMC3IP, PSMC5, RAC3, RAD54L2, RARA, RARB, RARG, RELA, RNF8, ROBO4, RPS6KA6, SMAD2, SMARCA4, SMARCD1, SMARCD3, SMN1, SMN2, SNW1, SP1, SRC, SRF, STAT1, SUMO1, TADA3, TAF11, TAF1B, TBP, TDG, THRA, THRB, TK1, TMPRSS3, TRIM24, TRIM32, TRIP10, TRIP4, UBC, UBQLN4, VDR, ZBTB16, ZNF423, ZNHIT3	0	126	0	0	0	0
Ixabepilone	breast cancer	TUBB8	MAP3K1	IQCB1, MAP3K1, MME, SUMO1, UBC, UBL4A	1	6	0.167	0	0	0
Ixabepilone	breast cancer	TUBB6	MAP3K1	CUL3, FBXO6, HTRA2, IQCB1, MAP3K1, MAP3K3, NFKB1, NFKB2, NOS2, SUMO1, SUMO2, TNFRSF1A, TRAF6, UBC	1	14	0.0714	0	0	0
Ixabepilone	breast cancer	TUBB4A	MAP3K1, TAB2	AGO3, ARHGEF7, ARRB2, BMPR2, CAMSAP3, CHUK, CLN8, CUL1, CUL3, CUL5, DDX39B, EEF1G, GABARAP, HEXDC, HSPA5, IKBKB, IKBKE, IKBKG, INSM1, KHDRBS1, LAPTM4A, LIG1, MAP3K1, MAP3K14, MAP3K3, MAP3K7, MAP3K8, MAX, MRPL28, NFKB1, NFKB2, NFKBIA, NFKBIE, NR4A1, PHIP, REL, RELA, RELB, RILPL2, RIPK1, RIPK2, RIPK3, ROBO1, SEL1L3, SIRT7, SPTSSA, STAU1, SUMO1, TAB1, TAB2, TBK1, TF, TJP1, TNFRSF1A, TNFRSF1B, TRADD, TRAF1, TRAF2, TRAF6, UBC, UBD, UBL4A, YWHAG	2	63	0.0317	0	0	0
Ixabepilone	breast cancer	TUBB3	ESR1	ANXA7, ARHGEF7, ARRB2, C1orf95, CAMSAP3, CDKN1A, CUL3, DDX39B, EEF1G, ESR1, GABARAP, GRB2, GZMK, HEXDC, INSM1, IQCB1, KHDRBS1, LAPTM4A, LIG1, MAP3K3, MRPL28, PHIP, PLK1, RAPGEF2, RCC1, RILPL2, ROBO1, SEL1L3, SMN1, SMN2, SPTSSA, STAU1, SUMO1, TERF1, TF, TK1, UBC	1	37	0.027	1	0	0
Ixabepilone	breast cancer	TUBB2A	ESR1	ACD, AGO3, ARL15, ARRB1, ARRB2, C7orf25, CDK2, CHGB, CUL2, CUL3, DISC1, DLST, ESR1, HDAC6, HGS, HMMR, IQCB1, ITGA4, KIAA0101, LAMA4, MDM2, PAFAH1B3, PSMD11, PSME1, PTPRS, RABAC1, RIC8A, RPA2, RPLP1, SAT1, SDC3, SERPINB9, STXBP1, TERF1, TK1, TNIK, TRAF3IP1, UBC	1	38	0.0263	0	0	0
Ixabepilone	breast cancer	TUBB2B	MAP3K1	ANXA7, ARL15, BID, C7orf25, C8orf33, CACNA1A, CDKN1A, CENPU, CSNK2B, CUL3, DLST, FOS, HDAC6, IKBKB, ITGA4, LAMA4, MAP3K1, MAP3K14, MAP3K3, MAP3K7, MYO10, NFKB1, NFKB2, PAFAH1B3, PSMD11, PSME1, PTPRS, RABAC1, RELA, RGS2, RIPK2, RIPK3, RPA2, RPL35, RPLP1, SAT1, SERPINB9, SUMO1, TAB1, TK1, TNFRSF1A, TNFRSF1B, TRAF6, UBC	1	44	0.0227	0	0	0
Ixabepilone	breast cancer	TUBB1	ESR1	ADRM1, CAND1, COPS5, COPS6, CUL1, CUL2, CUL3, CUL4A, CUL5, DYNC1I1, ESR1, FBL, HSPA1A, HSPA2, HSPA5, HSPA8, KIAA0101, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD6, PSMD7, PSMD8, PSME4, RASSF1, SUMO1, TTK, TUBA4A, UBC, UCHL5, YWHAZ	1	56	0.0179	0	0	0
Ixabepilone	breast cancer	TUBB4B	ESR1	ACD, AGO3, AGO4, ARL15, ARRB2, CAND1, CDK2, CDKN2A, CHGB, COPS5, COPS6, CUL1, CUL2, CUL3, CUL4A, CUL5, DCUN1D1, DLST, ENOX2, ESR1, GRB2, HDAC5, HGS, IQCB1, ITGA4, KIAA0101, LAMA4, NEDD8, PAFAH1B3, PCBD1, PPP2R2B, PSMD11, PSME1, PTPRS, RABAC1, RAD21, RIC8A, RPA2, RPLP1, SAT1, SCG2, SDC3, SERPINB9, SMURF1, SOCS6, SOCS7, STXBP1, SUMO1, SUMO2, TERF1, TINF2, TK1, TUBG1, UBC, UBD, UBL4A, VCAM1	1	57	0.0175	0	0	0
Ixabepilone	breast cancer	TUBB	ESR1, MAP3K1, TAB2	ACTB, AGO3, AGO4, ALDOA, ANXA1, ANXA2, ANXA6, APP, ARL8B, ARRB1, ASCL2, ASH2L, ASNA1, ATF2, ATP5A1, B4GALT1, BMPR2, BRCA1, C1QBP, CAND1, CBL, CBX5, CCT2, CCT3, CCT4, CCT5, CCT6A, CCT7, CCT8, CD4, CDKN2A, CHUK, CLIP1, CMTM5, CNN1, COPS5, COPS6, CRIPT, CUL1, CUL2, CUL3, CUL4A, CUL5, DCTN1, DCUN1D1, DDX3X, DDX5, DHRS2, DISC1, DPYSL2, DYNLL1, EEF1B2, EGFR, EIF3B, EIF3C, EIF3D, EIF3E, EIF3I, EIF3K, EIF3M, EIF4A2, ENO1, ESR1, FARSB, FBL, FNBP1, GABARAP, GAPDH, GDAP1, GNAI2, GNB2L1, GPAA1, GRB2, GRM1, HDAC5, HDAC6, HGS, HIST1H2BE, HNRNPA1, HNRNPA2B1, HNRNPD, HNRNPH1, HSP90AA1, HSP90AB1, HSPA8, HSPD1, HTRA2, HTT, IKBKB, IKBKE, IKBKG, JUN, KIAA0101, KMT2C, KMT2D, KPNB1, LCK, LNX2, LRPPRC, LRRK2, MAGEA2B, MAL2, MAP1A, MAP3K1, MAP3K10, MAP3K14, MAP3K3, MAP3K7, MAP3K8, MAP4, MAP6, MAPRE1, MAPT, MARK4, MDM2, MME, MRGBP, MX1, MYL6, NCALD, NCAM1, NCAPH2, NCL, NCOA6, NEDD8, NFKB1, NFKB2, NFKBIA, NFKBIB, NFKBIE, NPHP1, NPM1, PARK2, PDCD6IP, PFDN4, PHB, PIGK, PIGS, PIGT, PLK1, PPARG, PPP2R2B, PRMT1, PRMT5, PSTPIP1, RAB8B, RAN, RASSF1, RBBP5, REL, RELA, RELB, RIPK1, RIPK2, RIPK3, RPL11, RPL18, RPL22, RPL7, RPL7A, RPLP0, RPLP1, RPS10, RPS12, RPS13, RPS18, RPS19, RPS24, RPS3A, RPS4X, RPS7, RPS8, RPS9, RPSA, SDC3, SIRT2, SMC3, SMURF1, SSRP1, STAU1, SUMO1, SUMO2, SYT9, TAB1, TAB2, TAOK2, TBCC, TBCD, TBCE, TBK1, TCP1, TGM2, TINF2, TJP1, TNFRSF1A, TNFRSF1B, TNPO1, TRADD, TRAF1, TRAF2, TRAF6, TTBK1, TTK, TUBA1A, TUBA1B, TUBA4A, UBC, UBD, UBL4A, VAV1, VCAM1, VDAC1, VDAC2, VDAC3, VIM, YBX1, YWHAB, YWHAG, YWHAZ, ZAP70	3	220	0.0136	0	0	0
Ixabepilone	breast cancer	CYP3A4		AMFR, CYB5A, GK, PGRMC1, POR, STUB1, UGT2B7	0	7	0	1	0	0
Lamotrigine	bipolar disorder	SCN2A	ANK3	ANK3, ARHGEF10L, MPP3, RNF130, SCN4B	1	5	0.2	0	0	0
Lamotrigine	bipolar disorder	SCN5A	ANK3	ALB, ANK3, CALM1, CALM2, CALM3, CAV3, CBL, DLG1, DLG2, DLG3, DLG4, FGF12, INADL, NEDD4, NEDD4L, RGS2, RGS3, SNTA1, SNTB1, SNTB2, SNTG2, UBC, WWP2	1	23	0.0435	0	0	0
Lamotrigine	bipolar disorder	UGT1A4		CYB5A	0	1	0	0	0	0
Lamotrigine	bipolar disorder	SCN10A		ACTB, SCLT1	0	2	0	0	0	0
Lamotrigine	bipolar disorder	SCN3A		LRP1, LRP2, LRP8	0	3	0	0	0	0
Lamotrigine	bipolar disorder	SCN9A		CALM1, CALM2, CALM3	0	3	0	0	0	0
Lamotrigine	bipolar disorder	SCN8A		FGF13, GNAO1, MAPK14, PHB	0	4	0	0	0	0
Lamotrigine	bipolar disorder	SCN4A		CALM1, CALM2, CALM3, DLG1, DLG2, DLG3, INADL, SLC9A3R1, SNTA1, SNTB1, SNTB2	0	11	0	0	0	0
Lamotrigine	bipolar disorder	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	0	0	0
Lamotrigine	bipolar disorder	SCN1A		ARHGEF4, CUL1, CUL2, CUL3, CUL4A, CUL4B, CUL5, DDB1, DDX19B, EEF1A1, EEF1A2, EEF2, EIF2A, EMG1, ERCC4, GCN1L1, H2AFX, HARS, HIST2H2BE, KARS, MCM4, MCM5, NAE1, NEDD8, PCNA, PIAS1, PIAS2, PRPF3, PSMD2, RPL10A, RPL11, RPL12, RPL13, RPL14, RPL18, RPL21, RPL23, RPL24, RPL26, RPL27, RPL29, RPL30, RPL31, RPL35A, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPS11, RPS13, RPS14, RPS15A, RPS16, RPS2, RPS20, RPS23, RPS3, RPS4X, RPS6, RPS7, RPS8, SF3B3, SNTA1, SSRP1, SUMO3, TARS, UBE2M, YWHAG, YWHAH	0	71	0	0	0	0
Lamotrigine	schizophrenia	SCN2A	ANK3	ANK3, ARHGEF10L, MPP3, RNF130, SCN4B	1	5	0.2	0	0	0
Lamotrigine	schizophrenia	SCN5A	ANK3	ALB, ANK3, CALM1, CALM2, CALM3, CAV3, CBL, DLG1, DLG2, DLG3, DLG4, FGF12, INADL, NEDD4, NEDD4L, RGS2, RGS3, SNTA1, SNTB1, SNTB2, SNTG2, UBC, WWP2	1	23	0.0435	0	0	0
Lamotrigine	schizophrenia	SCN1A	ERCC4	ARHGEF4, CUL1, CUL2, CUL3, CUL4A, CUL4B, CUL5, DDB1, DDX19B, EEF1A1, EEF1A2, EEF2, EIF2A, EMG1, ERCC4, GCN1L1, H2AFX, HARS, HIST2H2BE, KARS, MCM4, MCM5, NAE1, NEDD8, PCNA, PIAS1, PIAS2, PRPF3, PSMD2, RPL10A, RPL11, RPL12, RPL13, RPL14, RPL18, RPL21, RPL23, RPL24, RPL26, RPL27, RPL29, RPL30, RPL31, RPL35A, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPS11, RPS13, RPS14, RPS15A, RPS16, RPS2, RPS20, RPS23, RPS3, RPS4X, RPS6, RPS7, RPS8, SF3B3, SNTA1, SSRP1, SUMO3, TARS, UBE2M, YWHAG, YWHAH	1	71	0.0141	0	0	0
Lamotrigine	schizophrenia	UGT1A4		CYB5A	0	1	0	0	0	0
Lamotrigine	schizophrenia	SCN10A		ACTB, SCLT1	0	2	0	0	0	0
Lamotrigine	schizophrenia	SCN3A		LRP1, LRP2, LRP8	0	3	0	0	0	0
Lamotrigine	schizophrenia	SCN9A		CALM1, CALM2, CALM3	0	3	0	0	0	0
Lamotrigine	schizophrenia	SCN8A		FGF13, GNAO1, MAPK14, PHB	0	4	0	0	0	0
Lamotrigine	schizophrenia	SCN4A		CALM1, CALM2, CALM3, DLG1, DLG2, DLG3, INADL, SLC9A3R1, SNTA1, SNTB1, SNTB2	0	11	0	0	0	0
Lamotrigine	schizophrenia	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	1	0	0
